1,27-02-2021 00:00,11599,CLOSED
2,16-07-2021 00:00,256,PENDING_PAYMENT
3,02-06-2022 00:00,12111,COMPLETE
4,15-04-2022 00:00,8827,CLOSED
5,24-01-2022 00:00,11318,COMPLETE
6,26-09-2022 00:00,7130,COMPLETE
7,19-06-2021 00:00,4530,COMPLETE
8,06-01-2021 00:00,2911,PROCESSING
9,04-10-2022 00:00,5657,PENDING_PAYMENT
10,08-07-2021 00:00,5648,PENDING_PAYMENT
11,23-05-2021 00:00,918,PAYMENT_REVIEW
12,21-10-2021 00:00,1837,CLOSED
13,04-05-2022 00:00,9149,PENDING_PAYMENT
14,12-12-2021 00:00,9842,PROCESSING
15,23-06-2022 00:00,2568,COMPLETE
16,17-04-2022 00:00,7276,PENDING_PAYMENT
17,17-09-2021 00:00,2667,COMPLETE
18,28-05-2021 00:00,1205,CLOSED
19,25-06-2021 00:00,9488,PENDING_PAYMENT
20,21-08-2021 00:00,9198,PROCESSING
21,14-04-2022 00:00,2711,PENDING
22,08-01-2022 00:00,333,COMPLETE
23,03-10-2021 00:00,4367,PENDING_PAYMENT
24,06-10-2021 00:00,11441,CLOSED
25,29-11-2021 00:00,9503,CLOSED
26,07-01-2022 00:00,7562,COMPLETE
27,22-12-2021 00:00,3241,PENDING_PAYMENT
28,21-10-2021 00:00,656,COMPLETE
29,05-07-2021 00:00,196,PROCESSING
30,31-07-2021 00:00,10039,PENDING_PAYMENT
31,03-01-2021 00:00,6983,PAYMENT_REVIEW
32,27-03-2021 00:00,3960,COMPLETE
33,17-03-2022 00:00,5793,PENDING_PAYMENT
34,27-02-2022 00:00,4189,PROCESSING
35,10-02-2022 00:00,4840,COMPLETE
36,05-05-2022 00:00,5649,PENDING
37,14-10-2021 00:00,5863,CLOSED
38,12-07-2021 00:00,11586,PROCESSING
39,25-01-2021 00:00,8214,PENDING
40,24-07-2021 00:00,12092,PENDING_PAYMENT
41,18-10-2021 00:00,8136,PENDING_PAYMENT
42,02-11-2021 00:00,9776,PENDING
43,07-07-2021 00:00,7776,PENDING_PAYMENT
44,13-10-2021 00:00,10500,PENDING
45,03-08-2022 00:00,2636,COMPLETE
46,12-04-2021 00:00,1549,ON_HOLD
47,03-09-2022 00:00,8487,PENDING_PAYMENT
48,15-04-2021 00:00,12186,PROCESSING
49,09-08-2021 00:00,1871,PENDING
50,11-09-2021 00:00,5225,CANCELED
51,05-10-2022 00:00,12271,CLOSED
52,15-05-2021 00:00,5126,PENDING_PAYMENT
53,12-05-2022 00:00,4701,PROCESSING
54,07-12-2021 00:00,10628,PENDING_PAYMENT
55,29-06-2022 00:00,2052,PENDING
56,08-07-2021 00:00,10519,COMPLETE
57,15-01-2021 00:00,7073,CLOSED
58,11-02-2021 00:00,9213,PENDING_PAYMENT
59,03-10-2022 00:00,11644,PENDING_PAYMENT
60,11-04-2021 00:00,8365,PENDING_PAYMENT
61,29-10-2021 00:00,4791,CLOSED
62,19-12-2021 00:00,9111,CLOSED
63,21-02-2022 00:00,1148,COMPLETE
64,23-06-2022 00:00,5579,PENDING_PAYMENT
65,08-07-2021 00:00,5903,COMPLETE
66,31-03-2021 00:00,1792,ON_HOLD
67,12-06-2022 00:00,1406,COMPLETE
68,14-12-2021 00:00,4320,PENDING
69,23-09-2021 00:00,2821,SUSPECTED_FRAUD
70,24-02-2021 00:00,11809,PENDING_PAYMENT
71,20-06-2022 00:00,8646,COMPLETE
72,23-05-2022 00:00,4349,COMPLETE
73,27-06-2021 00:00,8504,PENDING_PAYMENT
74,10-05-2022 00:00,662,PENDING_PAYMENT
75,19-07-2022 00:00,2505,PENDING_PAYMENT
76,03-06-2021 00:00,6898,COMPLETE
77,28-03-2022 00:00,7915,PENDING_PAYMENT
78,29-04-2022 00:00,8619,PAYMENT_REVIEW
79,15-10-2022 00:00,7327,PENDING_PAYMENT
80,19-03-2022 00:00,3007,COMPLETE
81,08-08-2022 00:00,674,PROCESSING
82,10-05-2022 00:00,3566,PENDING_PAYMENT
83,27-01-2021 00:00,1265,COMPLETE
84,02-07-2021 00:00,6789,PROCESSING
85,27-08-2021 00:00,1485,PENDING
86,12-09-2022 00:00,6680,PENDING_PAYMENT
87,31-07-2021 00:00,3065,CLOSED
88,04-10-2021 00:00,3809,COMPLETE
89,28-02-2021 00:00,824,ON_HOLD
90,07-02-2021 00:00,9131,CLOSED
91,25-05-2022 00:00,8912,COMPLETE
92,23-04-2022 00:00,6932,COMPLETE
93,03-10-2021 00:00,2256,PENDING_PAYMENT
94,15-08-2021 00:00,11589,PROCESSING
95,18-06-2021 00:00,9032,COMPLETE
96,05-07-2021 00:00,8683,PENDING
97,13-05-2021 00:00,10784,PENDING
98,12-08-2021 00:00,5243,COMPLETE
99,03-07-2022 00:00,11542,PENDING_PAYMENT
100,14-01-2021 00:00,12131,PROCESSING
101,10-01-2021 00:00,5116,CLOSED
102,04-07-2022 00:00,8027,COMPLETE
103,19-01-2022 00:00,12256,PROCESSING
104,22-03-2021 00:00,7790,PENDING_PAYMENT
105,05-10-2022 00:00,8220,COMPLETE
106,03-02-2021 00:00,395,PROCESSING
107,21-02-2021 00:00,1845,COMPLETE
108,29-09-2022 00:00,12149,PROCESSING
109,12-03-2021 00:00,9345,PENDING_PAYMENT
110,19-05-2021 00:00,2746,COMPLETE
111,01-11-2021 00:00,4271,PROCESSING
112,02-09-2022 00:00,5375,CANCELED
113,28-11-2021 00:00,10216,PENDING_PAYMENT
114,23-12-2021 00:00,2091,COMPLETE
115,11-06-2021 00:00,104,PROCESSING
116,06-07-2022 00:00,8763,CLOSED
117,02-11-2021 00:00,58,SUSPECTED_FRAUD
118,22-01-2022 00:00,1737,COMPLETE
119,07-12-2021 00:00,8124,PENDING_PAYMENT
120,27-04-2022 00:00,356,PENDING_PAYMENT
121,25-01-2022 00:00,2074,PENDING
122,18-03-2021 00:00,2071,PROCESSING
123,26-11-2021 00:00,3695,PENDING_PAYMENT
124,24-05-2021 00:00,2374,COMPLETE
125,19-01-2022 00:00,4611,PENDING_PAYMENT
126,20-11-2021 00:00,610,COMPLETE
127,28-04-2022 00:00,5261,PENDING_PAYMENT
128,11-10-2022 00:00,2772,PENDING_PAYMENT
129,10-05-2021 00:00,9937,CLOSED
130,19-08-2022 00:00,7509,PENDING_PAYMENT
131,14-10-2021 00:00,10072,PROCESSING
132,12-01-2022 00:00,289,PENDING
133,07-01-2022 00:00,10604,CLOSED
134,14-02-2022 00:00,12081,PENDING_PAYMENT
135,29-06-2021 00:00,7738,COMPLETE
136,11-04-2022 00:00,9126,PENDING_PAYMENT
137,01-02-2021 00:00,4211,COMPLETE
138,10-11-2021 00:00,10904,PROCESSING
139,02-08-2021 00:00,7933,COMPLETE
140,04-03-2022 00:00,4257,PENDING_PAYMENT
141,10-10-2021 00:00,12128,COMPLETE
142,03-07-2021 00:00,5760,PENDING_PAYMENT
143,18-03-2022 00:00,10495,COMPLETE
144,03-07-2021 00:00,2158,PROCESSING
145,19-03-2021 00:00,494,ON_HOLD
146,09-01-2022 00:00,8177,COMPLETE
147,23-07-2022 00:00,275,PENDING_PAYMENT
148,14-06-2022 00:00,5383,PROCESSING
149,17-07-2022 00:00,11431,COMPLETE
150,03-03-2022 00:00,236,PROCESSING
151,30-05-2021 00:00,2493,ON_HOLD
152,02-02-2021 00:00,3611,COMPLETE
153,22-02-2021 00:00,8876,COMPLETE
154,09-06-2021 00:00,9993,ON_HOLD
155,26-04-2022 00:00,9044,PENDING_PAYMENT
156,23-02-2022 00:00,5200,ON_HOLD
157,14-03-2022 00:00,8986,ON_HOLD
158,08-06-2021 00:00,12345,PENDING
159,11-01-2022 00:00,10974,PENDING_PAYMENT
160,23-07-2022 00:00,6762,COMPLETE
161,23-12-2021 00:00,4513,PENDING_PAYMENT
162,17-01-2022 00:00,3304,PENDING_PAYMENT
163,06-09-2022 00:00,3348,COMPLETE
164,29-11-2021 00:00,2962,PROCESSING
165,29-07-2022 00:00,1222,PENDING_PAYMENT
166,11-06-2022 00:00,7834,PROCESSING
167,10-11-2021 00:00,1347,PENDING
168,11-11-2021 00:00,11794,PENDING_PAYMENT
169,30-05-2022 00:00,2611,ON_HOLD
170,21-08-2021 00:00,6295,PAYMENT_REVIEW
171,17-04-2021 00:00,1980,COMPLETE
172,01-01-2022 00:00,11382,COMPLETE
173,05-09-2022 00:00,9027,ON_HOLD
174,28-07-2022 00:00,3358,COMPLETE
175,05-02-2022 00:00,384,COMPLETE
176,13-01-2022 00:00,2897,PENDING_PAYMENT
177,27-04-2021 00:00,9151,PENDING_PAYMENT
178,31-03-2021 00:00,8503,COMPLETE
179,13-04-2022 00:00,6506,COMPLETE
180,30-10-2021 00:00,10215,ON_HOLD
181,04-04-2022 00:00,7473,PENDING
182,05-09-2022 00:00,10984,COMPLETE
183,03-07-2021 00:00,12105,COMPLETE
184,24-05-2022 00:00,210,COMPLETE
185,15-10-2021 00:00,10966,PENDING_PAYMENT
186,17-11-2021 00:00,1104,COMPLETE
187,26-02-2022 00:00,1378,PAYMENT_REVIEW
188,22-02-2021 00:00,2889,PENDING
189,28-02-2022 00:00,10177,PENDING
190,28-06-2021 00:00,11115,PENDING
191,24-05-2021 00:00,16,CLOSED
192,05-07-2022 00:00,5293,PROCESSING
193,30-08-2022 00:00,6174,PROCESSING
194,18-11-2021 00:00,2550,PENDING_PAYMENT
195,10-07-2022 00:00,12096,PROCESSING
196,12-05-2022 00:00,2765,PROCESSING
197,02-05-2021 00:00,6370,PROCESSING
198,27-07-2022 00:00,7436,PENDING_PAYMENT
199,21-02-2022 00:00,4608,ON_HOLD
200,14-10-2022 00:00,11116,PAYMENT_REVIEW
201,05-02-2021 00:00,9055,CLOSED
202,17-09-2022 00:00,8524,PENDING_PAYMENT
203,16-01-2021 00:00,11791,PENDING_PAYMENT
204,21-09-2022 00:00,7604,PENDING_PAYMENT
205,06-05-2022 00:00,3109,PROCESSING
206,15-05-2022 00:00,8994,PENDING
207,19-09-2021 00:00,11643,COMPLETE
208,06-03-2021 00:00,7923,PROCESSING
209,28-11-2021 00:00,3627,PENDING
210,04-10-2021 00:00,10102,COMPLETE
211,12-10-2021 00:00,10372,CLOSED
212,22-06-2022 00:00,3190,PENDING
213,25-06-2022 00:00,11715,CLOSED
214,12-10-2021 00:00,3925,COMPLETE
215,06-05-2021 00:00,5925,CLOSED
216,25-07-2021 00:00,7282,PENDING
217,16-07-2021 00:00,5420,PROCESSING
218,06-08-2022 00:00,3935,COMPLETE
219,03-03-2021 00:00,10655,PROCESSING
220,26-06-2021 00:00,1383,COMPLETE
221,12-07-2021 00:00,11871,CLOSED
222,28-07-2022 00:00,8309,CLOSED
223,07-10-2022 00:00,9068,PENDING
224,15-03-2021 00:00,11938,CLOSED
225,06-12-2021 00:00,11275,COMPLETE
226,09-10-2022 00:00,9356,PENDING_PAYMENT
227,06-10-2022 00:00,7410,CLOSED
228,03-10-2021 00:00,6070,ON_HOLD
229,05-03-2022 00:00,618,PENDING
230,15-01-2021 00:00,4921,PENDING_PAYMENT
231,10-10-2022 00:00,3960,COMPLETE
232,06-05-2021 00:00,1780,PENDING_PAYMENT
233,01-11-2021 00:00,12316,COMPLETE
234,02-01-2021 00:00,1010,ON_HOLD
235,15-08-2022 00:00,4285,PENDING_PAYMENT
236,04-09-2022 00:00,9785,COMPLETE
237,05-08-2021 00:00,11438,PENDING_PAYMENT
238,09-10-2022 00:00,4939,PENDING_PAYMENT
239,02-04-2022 00:00,5058,COMPLETE
240,01-02-2022 00:00,32,PENDING
241,01-03-2022 00:00,948,CLOSED
242,31-01-2022 00:00,3237,PAYMENT_REVIEW
243,28-01-2022 00:00,32,ON_HOLD
244,10-08-2022 00:00,6910,PENDING_PAYMENT
245,03-03-2021 00:00,5191,CLOSED
246,16-04-2022 00:00,9616,SUSPECTED_FRAUD
247,04-04-2022 00:00,173,COMPLETE
248,26-03-2021 00:00,11707,COMPLETE
249,01-04-2021 00:00,7650,CLOSED
250,18-01-2021 00:00,11668,COMPLETE
251,30-03-2022 00:00,568,PENDING
252,11-06-2021 00:00,9708,COMPLETE
253,25-05-2022 00:00,45,COMPLETE
254,14-04-2022 00:00,9395,COMPLETE
255,09-12-2021 00:00,10346,COMPLETE
256,10-09-2022 00:00,4199,CLOSED
257,10-03-2021 00:00,3273,PROCESSING
258,02-09-2022 00:00,1137,COMPLETE
259,22-04-2021 00:00,3454,COMPLETE
260,12-04-2022 00:00,5135,CLOSED
261,24-02-2021 00:00,5128,COMPLETE
262,20-04-2022 00:00,11475,CLOSED
263,28-05-2022 00:00,8026,COMPLETE
264,11-06-2022 00:00,230,COMPLETE
265,30-08-2022 00:00,488,PENDING_PAYMENT
266,07-12-2021 00:00,11085,COMPLETE
267,24-06-2021 00:00,6989,CLOSED
268,18-08-2021 00:00,5578,CLOSED
269,16-07-2022 00:00,11887,PROCESSING
270,30-01-2021 00:00,5689,COMPLETE
271,20-09-2022 00:00,815,COMPLETE
272,08-02-2021 00:00,428,CLOSED
273,31-08-2022 00:00,10665,PENDING_PAYMENT
274,17-10-2022 00:00,3365,PENDING
275,05-09-2021 00:00,10942,PENDING_PAYMENT
276,13-09-2021 00:00,2221,PENDING_PAYMENT
277,11-11-2021 00:00,3732,PENDING
278,03-08-2022 00:00,488,PAYMENT_REVIEW
279,14-03-2022 00:00,10372,COMPLETE
280,06-01-2022 00:00,11836,PENDING
281,15-02-2022 00:00,827,PENDING_PAYMENT
282,12-08-2021 00:00,3551,PENDING_PAYMENT
283,08-01-2021 00:00,11466,COMPLETE
284,12-04-2022 00:00,861,PROCESSING
285,01-03-2021 00:00,5011,CLOSED
286,05-05-2021 00:00,9824,ON_HOLD
287,11-12-2021 00:00,8122,COMPLETE
288,13-09-2021 00:00,8667,COMPLETE
289,05-02-2022 00:00,1195,PENDING_PAYMENT
290,21-06-2021 00:00,6446,COMPLETE
291,07-08-2021 00:00,5506,PROCESSING
292,13-04-2021 00:00,11971,PENDING_PAYMENT
293,11-12-2021 00:00,4731,PROCESSING
294,18-08-2022 00:00,11394,CLOSED
295,21-06-2022 00:00,1937,PENDING
